subjid activity parameter mean
12 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.0048526242586956515
12 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.006319143739130435
12 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y 0.06292166713043479
12 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z -0.4986557934782609
12 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() -0.1070910195652174
12 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() 0.06557812719347826
12 WALKING_DOWNSTAIRS tBodyAccMag-mean() 0.018313942963043478
12 WALKING_DOWNSTAIRS tBodyAccMag-std() 0.09726082746521739
12 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.11253156443478261
12 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.042733669252173916
12 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.08954349783913043
12 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.36214306164347826
12 WALKING_DOWNSTAIRS tBodyGyro-std()-Y -0.4762877432608696
12 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.33780668145652176
12 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.02646689686521739
12 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.06091771958695652
12 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.06532399800217391
12 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X -0.27860816389130433
12 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Y -0.5174791091304348
12 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Z -0.36523219745652175
12 WALKING_DOWNSTAIRS tBodyGyroJerkMag-mean() -0.4428310791304348
12 WALKING_DOWNSTAIRS tBodyGyroJerkMag-std() -0.45244993499999997
12 WALKING_DOWNSTAIRS tBodyGyroMag-mean() -0.2133515106869565
12 WALKING_DOWNSTAIRS tBodyGyroMag-std() -0.32045862629
12 WALKING_DOWNSTAIRS tGravityAcc-mean()-X 0.9498619806521739
12 WALKING_DOWNSTAIRS tGravityAcc-mean()-Y -0.17870217543478262
12 WALKING_DOWNSTAIRS tGravityAcc-mean()-Z -0.056105062463043476
12 WALKING_DOWNSTAIRS tGravityAcc-std()-X -0.9595040173913043
12 WALKING_DOWNSTAIRS tGravityAcc-std()-Y -0.9432984282608695
12 WALKING_DOWNSTAIRS tGravityAcc-std()-Z -0.9353993480434782
12 WALKING_DOWNSTAIRS tGravityAccMag-mean() 0.018313942963043478
12 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.09726082746521739
12 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.3214479251923077
12 WALKING_UPSTAIRS fBodyAcc-mean()-Y -0.16834151985961537
12 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.5608412126923077
12 WALKING_UPSTAIRS fBodyAcc-std()-X -0.27892974807692306
12 WALKING_UPSTAIRS fBodyAcc-std()-Y -0.13017555902884614
12 WALKING_UPSTAIRS fBodyAcc-std()-Z -0.4185999921153846
12 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.3858437542307692
12 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.33307759096153844
12 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.6879298686538462
12 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.39060121999999997
12 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.3359263813076923
12 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.7501148559615385
12 WALKING_UPSTAIRS fBodyAccMag-mean() -0.29000541865384616
12 WALKING_UPSTAIRS fBodyAccMag-std() -0.39528513096153844
12 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.3208844625
12 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.34656514173076924
12 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.7143325921153846
12 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.7331307644230769
12 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.5940325151923077
12 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.5644350867115384
12 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.42636033153846153
12 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.6047113161538461
12 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.40608093634615383
12 WALKING_UPSTAIRS fBodyGyro-std()-X -0.5604629635
12 WALKING_UPSTAIRS fBodyGyro-std()-Y -0.4839183905769231
12 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.3960957194230769
12 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.2729703386538462
12 WALKING_UPSTAIRS tBodyAcc-mean()-Y -0.026357490340384617
12 WALKING_UPSTAIRS tBodyAcc-mean()-Z -0.10733973011538461
12 WALKING_UPSTAIRS tBodyAcc-std()-X -0.2901491923076923
12 WALKING_UPSTAIRS tBodyAcc-std()-Y -0.10381825982307692
12 WALKING_UPSTAIRS tBodyAcc-std()-Z -0.4366974255769231
12 WALKING_UPSTAIRS tBodyAccJerk-mean()-X 0.07286608138461538
12 WALKING_UPSTAIRS tBodyAccJerk-mean()-Y -0.0068949488673076915
12 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.009066627934615386
12 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.35985697211538464
12 WALKING_UPSTAIRS tBodyAccJerk-std()-Y -0.3113289910576923
12 WALKING_UPSTAIRS tBodyAccJerk-std()-Z -0.7193363526923077
12 WALKING_UPSTAIRS tBodyAccJerkMag-mean() -0.43246930096153846
12 WALKING_UPSTAIRS tBodyAccJerkMag-std() -0.3298279682692308
12 WALKING_UPSTAIRS tBodyAccMag-mean() -0.2291839271153846
12 WALKING_UPSTAIRS tBodyAccMag-std() -0.2858440361538461
12 WALKING_UPSTAIRS tBodyGyro-mean()-X -0.09312341017692308
12 WALKING_UPSTAIRS tBodyGyro-mean()-Y -0.04113145193076923
12 WALKING_UPSTAIRS tBodyGyro-mean()-Z 0.08980227577307692
12 WALKING_UPSTAIRS tBodyGyro-std()-X -0.5266592961346154
12 WALKING_UPSTAIRS tBodyGyro-std()-Y -0.5229497982692307
12 WALKING_UPSTAIRS tBodyGyro-std()-Z -0.34961460615384615
12 WALKING_UPSTAIRS tBodyGyroJerk-mean()-X -0.045563887207692305
12 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Y -0.03354065690576923
12 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Z -0.06531672918653846
12 WALKING_UPSTAIRS tBodyGyroJerk-std()-X -0.5499991884615385
12 WALKING_UPSTAIRS tBodyGyroJerk-std()-Y -0.7611956126923077
12 WALKING_UPSTAIRS tBodyGyroJerk-std()-Z -0.6064120965384615
12 WALKING_UPSTAIRS tBodyGyroJerkMag-mean() -0.6749721323076923
12 WALKING_UPSTAIRS tBodyGyroJerkMag-std() -0.7134067123076923
12 WALKING_UPSTAIRS tBodyGyroMag-mean() -0.31656158596153844
12 WALKING_UPSTAIRS tBodyGyroMag-std() -0.5256869490634616
12 WALKING_UPSTAIRS tGravityAcc-mean()-X 0.9383714732692308
12 WALKING_UPSTAIRS tGravityAcc-mean()-Y -0.2591442026923077
12 WALKING_UPSTAIRS tGravityAcc-mean()-Z -0.07025038209615385
12 WALKING_UPSTAIRS tGravityAcc-std()-X -0.9602462898076923
12 WALKING_UPSTAIRS tGravityAcc-std()-Y -0.9413783523076923
12 WALKING_UPSTAIRS tGravityAcc-std()-Z -0.9380711832692308
12 WALKING_UPSTAIRS tGravityAccMag-mean() -0.2291839271153846
12 WALKING_UPSTAIRS tGravityAccMag-std() -0.2858440361538461
13 LAYING fBodyAcc-mean()-X -0.9747169204838709
13 LAYING fBodyAcc-mean()-Y -0.9658437572580645
13 LAYING fBodyAcc-mean()-Z -0.9662955827419355
13 LAYING fBodyAcc-std()-X -0.9669600883870968
13 LAYING fBodyAcc-std()-Y -0.9474623282258064
13 LAYING fBodyAcc-std()-Z -0.9458521358064517
13 LAYING fBodyAccJerk-mean()-X -0.9851996843548387
13 LAYING fBodyAccJerk-mean()-Y -0.9803751374193548
13 LAYING fBodyAccJerk-mean()-Z -0.9809946019354838
13 LAYING fBodyAccJerk-std()-X -0.9870781751612904
13 LAYING fBodyAccJerk-std()-Y -0.9813942616129032
13 LAYING fBodyAccJerk-std()-Z -0.9836700493548387
13 LAYING fBodyAccMag-mean() -0.9595354935483871
13 LAYING fBodyAccMag-std() -0.9494313191935484
13 LAYING fBodyBodyAccJerkMag-mean() -0.9807543859677419
13 LAYING fBodyBodyAccJerkMag-std() -0.9780443495161291
13 LAYING fBodyBodyGyroJerkMag-mean() -0.978150814032258
13 LAYING fBodyBodyGyroJerkMag-std() -0.9727986322580645
13 LAYING fBodyBodyGyroMag-mean() -0.9576816212903225
13 LAYING fBodyBodyGyroMag-std() -0.9461334320967741
13 LAYING fBodyGyro-mean()-X -0.96946349
13 LAYING fBodyGyro-mean()-Y -0.9686897291935483
13 LAYING fBodyGyro-mean()-Z -0.9691268803225807
13 LAYING fBodyGyro-std()-X -0.9734467924193548
13 LAYING fBodyGyro-std()-Y -0.9599441264516129
13 LAYING fBodyGyro-std()-Z -0.969797214516129
13 LAYING tBodyAcc-mean()-X 0.276716360483871
13 LAYING tBodyAcc-mean()-Y -0.020440454366129034
13 LAYING tBodyAcc-mean()-Z -0.10433186453225807
13 LAYING tBodyAcc-std()-X -0.9688919893548387
13 LAYING tBodyAcc-std()-Y -0.950947949516129
13 LAYING tBodyAcc-std()-Z -0.950392995483871
13 LAYING tBodyAccJerk-mean()-X 0.07677748320967742
13 LAYING tBodyAccJerk-mean()-Y 0.018344189458064517
13 LAYING tBodyAccJerk-mean()-Z -0.009883897095967742
13 LAYING tBodyAccJerk-std()-X -0.98541995
13 LAYING tBodyAccJerk-std()-Y -0.9801523429032258
13 LAYING tBodyAccJerk-std()-Z -0.9830706574193548
13 LAYING tBodyAccJerkMag-mean() -0.9854678538709677
13 LAYING tBodyAccJerkMag-std() -0.9800662433870968
13 LAYING tBodyAccMag-mean() -0.9605177682258065
13 LAYING tBodyAccMag-std() -0.9479447466129032
13 LAYING tBodyGyro-mean()-X -0.009736099680451613
13 LAYING tBodyGyro-mean()-Y -0.0966250701451613
13 LAYING tBodyGyro-mean()-Z 0.11781961479032257
13 LAYING tBodyGyro-std()-X -0.9721434703225806
13 LAYING tBodyGyro-std()-Y -0.96270462
13 LAYING tBodyGyro-std()-Z -0.9673505137096774
13 LAYING tBodyGyroJerk-mean()-X -0.10183557382258064
13 LAYING tBodyGyroJerk-mean()-Y -0.04177440003709677
13 LAYING tBodyGyroJerk-mean()-Z -0.06487704196774194
13 LAYING tBodyGyroJerk-std()-X -0.9814047429032258
13 LAYING tBodyGyroJerk-std()-Y -0.9788547474193549
13 LAYING tBodyGyroJerk-std()-Z -0.9898015491935483
13 LAYING tBodyGyroJerkMag-mean() -0.9854462648387097
13 LAYING tBodyGyroJerkMag-std() -0.9751133056451613
13 LAYING tBodyGyroMag-mean() -0.9443031119354839
13 LAYING tBodyGyroMag-std() -0.9446874809677419
13 LAYING tGravityAcc-mean()-X -0.15685220646774195
13 LAYING tGravityAcc-mean()-Y 0.6564009443548388
13 LAYING tGravityAcc-mean()-Z 0.5988849887096774
13 LAYING tGravityAcc-std()-X -0.9578752446774194
13 LAYING tGravityAcc-std()-Y -0.9759481362903226
13 LAYING tGravityAcc-std()-Z -0.9598928637096774
13 LAYING tGravityAccMag-mean() -0.9605177682258065
13 LAYING tGravityAccMag-std() -0.9479447466129032
13 SITTING fBodyAcc-mean()-X -0.990135477755102
13 SITTING fBodyAcc-mean()-Y -0.959673916122449
13 SITTING fBodyAcc-mean()-Z -0.9561830635102041
13 SITTING fBodyAcc-std()-X -0.9894105826530613
13 SITTING fBodyAcc-std()-Y -0.9336665025102041
13 SITTING fBodyAcc-std()-Z -0.9341890073469388
13 SITTING fBodyAccJerk-mean()-X -0.9926782126530612
13 SITTING fBodyAccJerk-mean()-Y -0.9839141018367347
13 SITTING fBodyAccJerk-mean()-Z -0.9852612046938776
13 SITTING fBodyAccJerk-std()-X -0.99368217
13 SITTING fBodyAccJerk-std()-Y -0.9859081204081632
13 SITTING fBodyAccJerk-std()-Z -0.9886121002040816
13 SITTING fBodyAccMag-mean() -0.9569015596530612
13 SITTING fBodyAccMag-std() -0.9385299310204082
13 SITTING fBodyBodyAccJerkMag-mean() -0.9883485353061224
13 SITTING fBodyBodyAccJerkMag-std() -0.9883323034693877
13 SITTING fBodyBodyGyroJerkMag-mean() -0.9917237416326531
13 SITTING fBodyBodyGyroJerkMag-std() -0.9912194459183673
13 SITTING fBodyBodyGyroMag-mean() -0.9732582777551021
13 SITTING fBodyBodyGyroMag-std() -0.9642680975510204
13 SITTING fBodyGyro-mean()-X -0.9832182028571429
13 SITTING fBodyGyro-mean()-Y -0.982456053877551
13 SITTING fBodyGyro-mean()-Z -0.968384415510204
13 SITTING fBodyGyro-std()-X -0.9867146940816327
13 SITTING fBodyGyro-std()-Y -0.9782707087755103
13 SITTING fBodyGyro-std()-Z -0.9694517546938776
13 SITTING tBodyAcc-mean()-X 0.27432849959183675
13 SITTING tBodyAcc-mean()-Y -0.0058773293632653064
13 SITTING tBodyAcc-mean()-Z -0.09724651108367346
13 SITTING tBodyAcc-std()-X -0.9895462753061225
13 SITTING tBodyAcc-std()-Y -0.9389677416326531
13 SITTING tBodyAcc-std()-Z -0.9386412155102041
13 SITTING tBodyAccJerk-mean()-X 0.07528658811428571
13 SITTING tBodyAccJerk-mean()-Y -0.0011234409289183672
13 SITTING tBodyAccJerk-mean()-Z -0.023239724510612243
13 SITTING tBodyAccJerk-std()-X -0.9928272640816327
13 SITTING tBodyAccJerk-std()-Y -0.984267557755102
13 SITTING tBodyAccJerk-std()-Z -0.9876120902040816
13 SITTING tBodyAccJerkMag-mean() -0.9894978389795919
13 SITTING tBodyAccJerkMag-std() -0.9888130981632653
13 SITTING tBodyAccMag-mean() -0.9576905636734694
13 SITTING tBodyAccMag-std() -0.9379357385714285
13 SITTING tBodyGyro-mean()-X -0.03551248568367347
13 SITTING tBodyGyro-mean()-Y -0.09026874018367347
13 SITTING tBodyGyro-mean()-Z 0.08234320266102041
13 SITTING tBodyGyro-std()-X -0.9858442632653062
13 SITTING tBodyGyro-std()-Y -0.979668456122449
13 SITTING tBodyGyro-std()-Z -0.9668964142857143
13 SITTING tBodyGyroJerk-mean()-X -0.09591984887755102
13 SITTING tBodyGyroJerk-mean()-Y -0.04103668807755102
13 SITTING tBodyGyroJerk-mean()-Z -0.04661215959387755
13 SITTING tBodyGyroJerk-std()-X -0.9913710169387755
13 SITTING tBodyGyroJerk-std()-Y -0.9917733502040816
13 SITTING tBodyGyroJerk-std()-Z -0.9898613820408163
13 SITTING tBodyGyroJerkMag-mean() -0.992604304489796
13 SITTING tBodyGyroJerkMag-std() -0.9914149348979592
13 SITTING tBodyGyroMag-mean() -0.9511426440816326
13 SITTING tBodyGyroMag-std() -0.9639405914285715
13 SITTING tGravityAcc-mean()-X 0.9255765124489795
13 SITTING tGravityAcc-mean()-Y 0.10176975248979592
13 SITTING tGravityAcc-mean()-Z 0.07577738581632654
13 SITTING tGravityAcc-std()-X -0.9813791126530612
13 SITTING tGravityAcc-std()-Y -0.9513530646938776
13 SITTING tGravityAcc-std()-Z -0.9309795569387755
13 SITTING tGravityAccMag-mean() -0.9576905636734694
13 SITTING tGravityAccMag-std() -0.9379357385714285
13 STANDING fBodyAcc-mean()-X -0.9894259656140351
13 STANDING fBodyAcc-mean()-Y -0.9594276182456141
13 STANDING fBodyAcc-mean()-Z -0.9775673012280701
13 STANDING fBodyAcc-std()-X -0.9918177052631579
13 STANDING fBodyAcc-std()-Y -0.9471798131578947
13 STANDING fBodyAcc-std()-Z -0.964048080877193
13 STANDING fBodyAccJerk-mean()-X -0.9881982766666667
13 STANDING fBodyAccJerk-mean()-Y -0.9777527754385965
13 STANDING fBodyAccJerk-mean()-Z -0.9846085587719299
13 STANDING fBodyAccJerk-std()-X -0.9881851128070176
13 STANDING fBodyAccJerk-std()-Y -0.9794122526315789
13 STANDING fBodyAccJerk-std()-Z -0.9878715305263158
13 STANDING fBodyAccMag-mean() -0.9723935594736842
13 STANDING fBodyAccMag-std() -0.9704453789473684
13 STANDING fBodyBodyAccJerkMag-mean() -0.9819775364912281
13 STANDING fBodyBodyAccJerkMag-std() -0.9806212626315789
13 STANDING fBodyBodyGyroJerkMag-mean() -0.9771974038596491
13 STANDING fBodyBodyGyroJerkMag-std() -0.9764673301754386
13 STANDING fBodyBodyGyroMag-mean() -0.9574887994736843
13 STANDING fBodyBodyGyroMag-std() -0.9468574854385965
13 STANDING fBodyGyro-mean()-X -0.9571541084210526
13 STANDING fBodyGyro-mean()-Y -0.97291308
13 STANDING fBodyGyro-mean()-Z -0.9743943780701755
13 STANDING fBodyGyro-std()-X -0.9558184115789474
13 STANDING fBodyGyro-std()-Y -0.9714251512280702
13 STANDING fBodyGyro-std()-Z -0.9755332675438596
13 STANDING tBodyAcc-mean()-X 0.2777584310526316
13 STANDING tBodyAcc-mean()-Y -0.01678919939649123
13 STANDING tBodyAcc-mean()-Z -0.11212413775438597
13 STANDING tBodyAcc-std()-X -0.9910207592982456
13 STANDING tBodyAcc-std()-Y -0.9494224394736842
13 STANDING tBodyAcc-std()-Z -0.967538031754386
13 STANDING tBodyAccJerk-mean()-X 0.07586309622807018
13 STANDING tBodyAccJerk-mean()-Y 0.007620352303508772
13 STANDING tBodyAccJerk-mean()-Z -7.049793405438595e-4
13 STANDING tBodyAccJerk-std()-X -0.9876361042105263
13 STANDING tBodyAccJerk-std()-Y -0.9777041721052632
13 STANDING tBodyAccJerk-std()-Z -0.9869262426315789
13 STANDING tBodyAccJerkMag-mean() -0.9868000275438596
13 STANDING tBodyAccJerkMag-std() -0.9818656166666667
13 STANDING tBodyAccMag-mean() -0.9715642431578947
13 STANDING tBodyAccMag-std() -0.9685196738596491
13 STANDING tBodyGyro-mean()-X -0.029549216443157895
13 STANDING tBodyGyro-mean()-Y -0.07532052436842106
13 STANDING tBodyGyro-mean()-Z 0.08547124687719299
13 STANDING tBodyGyro-std()-X -0.9555773957894736
13 STANDING tBodyGyro-std()-Y -0.9717217559649123
13 STANDING tBodyGyro-std()-Z -0.9734365961403508
13 STANDING tBodyGyroJerk-mean()-X -0.09811999866666667
13 STANDING tBodyGyroJerk-mean()-Y -0.041287257780701754
13 STANDING tBodyGyroJerk-mean()-Z -0.05392607812280702
13 STANDING tBodyGyroJerk-std()-X -0.9784651245614036
13 STANDING tBodyGyroJerk-std()-Y -0.9809826614035088
13 STANDING tBodyGyroJerk-std()-Z -0.9851770429824561
13 STANDING tBodyGyroJerkMag-mean() -0.9836376349122807
13 STANDING tBodyGyroJerkMag-std() -0.9761976596491229
13 STANDING tBodyGyroMag-mean() -0.9578253724561403
13 STANDING tBodyGyroMag-std() -0.9449801984210526
13 STANDING tGravityAcc-mean()-X 0.9426952968421053
13 STANDING tGravityAcc-mean()-Y -0.23994314631578947
13 STANDING tGravityAcc-mean()-Z -0.05248566140350877
13 STANDING tGravityAcc-std()-X -0.992232401754386
13 STANDING tGravityAcc-std()-Y -0.9746812257894737
13 STANDING tGravityAcc-std()-Z -0.9768271573684211
13 STANDING tGravityAccMag-mean() -0.9715642431578947
13 STANDING tGravityAccMag-std() -0.9685196738596491
13 WALKING fBodyAcc-mean()-X -0.3350301210526316
13 WALKING fBodyAcc-mean()-Y 0.09551506666947368
13 WALKING fBodyAcc-mean()-Z -0.2468515075614035
13 WALKING fBodyAcc-std()-X -0.35329984894736843
13 WALKING fBodyAcc-std()-Y 0.09219689310526316
13 WALKING fBodyAcc-std()-Z -0.2698963952508772
13 WALKING fBodyAccJerk-mean()-X -0.2904608016947368
13 WALKING fBodyAccJerk-mean()-Y -0.04391951373684211
13 WALKING fBodyAccJerk-mean()-Z -0.34226371689473684
13 WALKING fBodyAccJerk-std()-X -0.21971615976666667
13 WALKING fBodyAccJerk-std()-Y 0.09467415969105263
13 WALKING fBodyAccJerk-std()-Z -0.40617335157894735
13 WALKING fBodyAccMag-mean() -0.23460086645614034
13 WALKING fBodyAccMag-std() -0.4383889531578947
13 WALKING fBodyBodyAccJerkMag-mean() -0.15211150075614036
13 WALKING fBodyBodyAccJerkMag-std() -0.11359192372368421
13 WALKING fBodyBodyGyroJerkMag-mean() -0.3385271337894737
13 WALKING fBodyBodyGyroJerkMag-std() -0.3492856110701754
13 WALKING fBodyBodyGyroMag-mean() -0.26747237387719297
13 WALKING fBodyBodyGyroMag-std() -0.3799518354385965
13 WALKING fBodyGyro-mean()-X -0.19285647404736841
13 WALKING fBodyGyro-mean()-Y -0.2562135545087719
13 WALKING fBodyGyro-mean()-Z -0.27660795473684213
13 WALKING fBodyGyro-std()-X -0.4357147105263158
13 WALKING fBodyGyro-std()-Y -0.318618506122807
13 WALKING fBodyGyro-std()-Z -0.4553339005263158
13 WALKING tBodyAcc-mean()-X 0.2758831303508772
13 WALKING tBodyAcc-mean()-Y -0.01856606519473684
13 WALKING tBodyAcc-mean()-Z -0.11143145619298246
13 WALKING tBodyAcc-std()-X -0.34698039421052634
13 WALKING tBodyAcc-std()-Y 0.14186668939298247
13 WALKING tBodyAcc-std()-Z -0.22050353702631578
13 WALKING tBodyAccJerk-mean()-X 0.08095902271982457
13 WALKING tBodyAccJerk-mean()-Y 0.0030836450140350868
13 WALKING tBodyAccJerk-mean()-Z 0.00597249011754386
13 WALKING tBodyAccJerk-std()-X -0.22091006801578947
13 WALKING tBodyAccJerk-std()-Y 0.0565488771722807
13 WALKING tBodyAccJerk-std()-Z -0.37463317210526315
13 WALKING tBodyAccJerkMag-mean() -0.13320503473684212
13 WALKING tBodyAccJerkMag-std() -0.1317885287977193
13 WALKING tBodyAccMag-mean() -0.13564386784210528
13 WALKING tBodyAccMag-std() -0.2925463770175439
13 WALKING tBodyGyro-mean()-X -0.01742076347017544
13 WALKING tBodyGyro-mean()-Y -0.07984725026631578
13 WALKING tBodyGyro-mean()-Z 0.07842056412526316
13 WALKING tBodyGyro-std()-X -0.3760599142105263
13 WALKING tBodyGyro-std()-Y -0.29002355031578947
13 WALKING tBodyGyro-std()-Z -0.3633699480701754
13 WALKING tBodyGyroJerk-mean()-X -0.0966598593263158
13 WALKING tBodyGyroJerk-mean()-Y -0.03198492719122807
13 WALKING tBodyGyroJerk-mean()-Z -0.06366932334736843
13 WALKING tBodyGyroJerk-std()-X -0.21681206529824562
13 WALKING tBodyGyroJerk-std()-Y -0.3577608997719298
13 WALKING tBodyGyroJerk-std()-Z -0.34176582449122805
13 WALKING tBodyGyroJerkMag-mean() -0.3035082101754386
13 WALKING tBodyGyroJerkMag-std() -0.3221183798070176
13 WALKING tBodyGyroMag-mean() -0.21866955842105262
13 WALKING tBodyGyroMag-std() -0.25324007196491227
13 WALKING tGravityAcc-mean()-X 0.9108557092982457
13 WALKING tGravityAcc-mean()-Y -0.283658580877193
13 WALKING tGravityAcc-mean()-Z -0.13129971866666668
13 WALKING tGravityAcc-std()-X -0.9725449224561403
13 WALKING tGravityAcc-std()-Y -0.9608998456140351
13 WALKING tGravityAcc-std()-Z -0.9486375877192983
13 WALKING tGravityAccMag-mean() -0.13564386784210528
13 WALKING tGravityAccMag-std() -0.2925463770175439
13 WALKING_DOWNSTAIRS fBodyAcc-mean()-X -0.0726602663212766
13 WALKING_DOWNSTAIRS fBodyAcc-mean()-Y -0.036453524765957444
13 WALKING_DOWNSTAIRS fBodyAcc-mean()-Z -0.15117872479361702
13 WALKING_DOWNSTAIRS fBodyAcc-std()-X -0.06804362170212766
13 WALKING_DOWNSTAIRS fBodyAcc-std()-Y -0.09244441670851064
13 WALKING_DOWNSTAIRS fBodyAcc-std()-Z -0.23331517651021277
13 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-X -0.11485155627234042
13 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Y -0.20781234824680853
13 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Z -0.27613803989787233
13 WALKING_DOWNSTAIRS fBodyAccJerk-std()-X -0.11474497603219148
13 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Y -0.14177511631914894
13 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Z -0.3565794755319149
13 WALKING_DOWNSTAIRS fBodyAccMag-mean() 0.05287918806595745
13 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.21091276638297873
13 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-mean() -0.028215665691489363
13 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-std() -0.07098938390553192
13 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-mean() -0.2663999032106383
13 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-std() -0.3430948612021277
13 WALKING_DOWNSTAIRS fBodyBodyGyroMag-mean() -0.20612170721276596
13 WALKING_DOWNSTAIRS fBodyBodyGyroMag-std() -0.40056006121276594
13 WALKING_DOWNSTAIRS fBodyGyro-mean()-X -0.3196771246595745
13 WALKING_DOWNSTAIRS fBodyGyro-mean()-Y -0.13382888672553192
13 WALKING_DOWNSTAIRS fBodyGyro-mean()-Z -0.2129066625319149
13 WALKING_DOWNSTAIRS fBodyGyro-std()-X -0.45219038680851065
13 WALKING_DOWNSTAIRS fBodyGyro-std()-Y -0.2496603292361702
13 WALKING_DOWNSTAIRS fBodyGyro-std()-Z -0.42700825425531913
13 WALKING_DOWNSTAIRS tBodyAcc-mean()-X 0.29490755340425534
13 WALKING_DOWNSTAIRS tBodyAcc-mean()-Y -0.014372383910851064
13 WALKING_DOWNSTAIRS tBodyAcc-mean()-Z -0.10199394153191489
13 WALKING_DOWNSTAIRS tBodyAcc-std()-X -0.06815636266170212
13 WALKING_DOWNSTAIRS tBodyAcc-std()-Y -0.03212524665
13 WALKING_DOWNSTAIRS tBodyAcc-std()-Z -0.15833314619148936
13 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-X 0.10170453833329787
13 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Y -0.007518681563829788
13 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.02529776702765957
13 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.0740908045319149
13 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y -0.14902777351914892
13 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z -0.3170466098723404
13 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() -0.12792605150212766
13 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() -0.043395984400000004
13 WALKING_DOWNSTAIRS tBodyAccMag-mean() -0.02946342995531915
13 WALKING_DOWNSTAIRS tBodyAccMag-std() -0.015609819882978724
13 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.12267220175744681
13 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.023720571914893615
13 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.11128423965595745
13 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.4170141615531915
13 WALKING_DOWNSTAIRS tBodyGyro-std()-Y -0.19884816117021276
13 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.3227740827659574
13 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.06471998425531915
13 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.06694140807659575
13 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.0512020476
13 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X -0.46373667425531917
